Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Revenue,Profit
8292,13-04-2026,C807,HEADPHONES,Electronics,Ahmedabad,3,15522,3695
8293,2/3/2026,C402,Camera,Electronics,Jaipur,3,114450,18635
8294,21-02-2026,C852,Headphones,Electronics,Chennai,6,34776,3762
8295,29-03-2026,C481,Shoes,Apparel,Hyderabad,6,17790,3925
8296,2/7/2026,C017,Camera,Electronics,Ahmedabad,4,106932,24968
8297,19-05-2026,C408,Smartwatch,Electronics,Hyderabad,7,123326,28961
8298,14-01-2026,C057,Printer,Electronics,Kolkata,5,72990,14843
8299,12/4/2026,C375,Sofa,Furniture,Pune,2,106366,10029
8300,1/1/2026,C723,Headphones,Electronics,Mumbai,5,12255,1010
8301,26-03-2026,C111,Backpack,Apparel,Jaipur,3,5478,1156
8302,18-05-2026,C508,Bookshelf,Furniture,Pune,7,113099,13301
8303,14-02-2026,C272,MAKEUP KIT,Beauty,Hyderabad,5,25025,2914
8304,10/8/2026,C577,Air Purifier,Home,Bangalore,4,128676,22333
8305,19-01-2026,C279,Tablet,Electronics,Ahmedabad,6,239712,20111
8306,8/4/2026,C131,vacuum cleaner,Home,Mumbai,6,125946,22620
8307,30-07-2026,C700,Headphones,Electronics,Chennai,2,22932,4891
8308,5/4/2026,C878,Jeans,Apparel,Mumbai,2,4178,964
8309,23-04-2026,C811,Chair,Furniture,Hyderabad,1,13684,2967
8310,31-03-2026,C022,Vacuum Cleaner,Home,Pune,6,110826,25212
8311,3/8/2026,C881,Laptop,Electronics,Ahmedabad,5,440925,40797
8312,26-01-2026,C181,Backpack,Apparel,Hyderabad,6,21156,3005
8313,4/5/2026,C737,Tablet,Electronics,Hyderabad,6,85512,15152
8314,27-02-2026,C336,Monitor,Electronics,Kolkata,5,218530,24246
8315,27-04-2026,C230,Makeup Kit,Beauty,Lucknow,4,20456,3743
8316,25-06-2026,C754,Phone,Electronics,Lucknow,5,319200,32748
8317,7/3/2026,C301,Vacuum Cleaner,Home,Chennai,4,23780,5540
8318,30-01-2026,C375,Monitor,Electronics,Lucknow,1,33134,6639
8319,20-07-2026,C590,Smartwatch,Electronics,chennai,3,56391,8006
8320,16-07-2026,C508,Smartwatch,Electronics,Chennai,5,57755,6201
8321,29-06-2026,C688,Headphones,Electronics,Kolkata,3,12501,1798
8322,2/3/2026,C218,Chair,Furniture,Delhi,1,6094,615
8323,24-07-2026,C846,Jeans,Apparel,Mumbai,5,8630,1581
8324,16-03-2026,C342,Keyboard,Electronics,Bangalore,5,17090,2165
8325,4/4/2026,C747,Headphones,Electronics,Pune,7,36820,8381
8326,18-01-2026,C043,Smartwatch,Electronics,Delhi,3,16671,3039
8327,29-06-2026,C287,Mouse,Electronics,Bangalore,7,22449,4218
8328,4/2/2026,C253,Shoes,Apparel,Pune,1,3261,543
8329,2/1/2026,C527,Makeup Kit,Beauty,Hyderabad,1,3048,381
8330,7/5/2026,C279,Jeans,Apparel,Mumbai,3,16212,1330
8331,3/7/2026,C598,Smartwatch,Electronics,,3,37896,3338
8332,10/1/2026,C137,Shoes,Apparel,Delhi,5,20665,4412
8333,23-02-2026,C088,Printer,Electronics,Kolkata,6,51090,9293
8334,25-01-2026,C184,Sofa,Furniture,Mumbai,7,406581,43314
8335,23-05-2026,C351,Phone,Electronics,Jaipur,1,43075,7980
8336,28-05-2026,C257,Phone,Electronics,Lucknow,6,367758,86876
8337,18-05-2026,C166,Camera,Electronics,Hyderabad,2,55036,6401
8338,4/8/2026,C172,Sofa,Furniture,Delhi,7,533442,62957
8339,30-07-2026,C058,Desk,Furniture,Mumbai,1,15216,2867
8340,1/1/2026,C569,Headphones,Electronics,Chennai,5,23855,4826
8341,4/2/2026,C845,Keyboard,Electronics,Bangalore,3,13746,1766
8342,30-07-2026,C888,Smartwatch,Electronics,Ahmedabad,7,208460,43764
8343,16-06-2026,C133,Laptop,Electronics,Delhi,5,346305,61323
8344,7/3/2026,C192,Headphones,Electronics,Pune,2,3164,291
8345,10/4/2026,C262,Backpack,apparel,Ahmedabad,7,30800,2710 INR
8346,15-08-2026,C479,Makeup Kit,Beauty,Ahmedabad,1,6663,1093
8347,5/2/2026,C849,Camera,Electronics,Hyderabad,6,191988,44381
8348,7/6/2026,C160,Laptop,Electronics,Pune,2,156986,15725
8349,30-01-2026,C730,Shoes,Apparel,Jaipur,6,21078,1926
8350,16-08-2026,C754,Camera,Electronics,Bangalore,6,407232,53179
8351,28-05-2026,C799,Tablet,Electronics,Kolkata,6,161574,34913
8352,16-04-2026,C624,Chair,Furniture,Chennai,1,6921,772
8353,9/7/2026,C119,Monitor,Electronics,Ahmedabad,5,194260,21536
8354,3/8/2026,C794,Printer,Electronics,Ahmedabad,2,17092,2572
8355,6/7/2026,C723,Desk,Furniture,Chennai,5,44685,10670
8356,5/7/2026,C180,Air Purifier,Home,Mumbai,5,139025,19771
8357,22-07-2026,C713,Headphones,Electronics,Delhi,5,33280,6315
8358,4/2/2026,C320,Tablet,Electronics,Bangalore,7,80514,10395
8359,7/1/2026,C696,Bookshelf,Furniture,Mumbai,6,44286,5030
8360,25-03-2026,C175,Tablet,Electronics,Kolkata,2,109552,22998
8361,30-07-2026,C392,Phone,Electronics,Hyderabad,1,67575,13861
8362,15-04-2026,C773,Keyboard,Electronics,Ahmedabad,5,10525,1147
8363,1/6/2026,C051,Vacuum Cleaner,Home,Chennai,5,37255,4985
8364,12/2/2026,C757,Makeup Kit,Beauty,Chennai,7,34314,3975
8365,3/8/2026,C363,Jeans,Apparel,Chennai,3,8799,1566
8366,3/4/2026,C789,Vacuum Cleaner,Home,Delhi,6,50988,6761
8367,28-04-2026,C791,Headphones,Electronics,Bangalore,6,55962,9795
8368,18-02-2026,C064,Printer,electronics,Chennai,,143171,14967
8369,30-03-2026,C568,Phone,Electronics,Delhi,3,60657,7258
8370,6/6/2026,C851,Laptop,Electronics,Kolkata,7,432418,34738
8371,27-03-2026,C241,Bookshelf,Furniture,Lucknow,2,35166,6797
8372,4/1/2026,C703,Keyboard,Electronics,Ahmedabad,6,23802,5667
8373,25-04-2026,C818,Vacuum Cleaner,Home,Delhi,6,71652,12995
8374,20-04-2026,C247,Sofa,Furniture,Pune,4,268084,36829
8375,11/6/2026,C522,Jeans,,Mumbai,5,10240,2234
8376,2/1/2026,C247,Phone,Electronics,Lucknow,2,36948,3790
8377,16-07-2026,C874,Desk,Furniture,Ahmedabad,1,15572,2902
8378,13-04-2026,C251,Makeup Kit,Beauty,Chennai,6,23574,1923
8379,9/2/2026,C739,Headphones,Electronics,Bangalore,6,60996,10948
8380,25-01-2026,C151,Phone,Electronics,Pune,2,113598,18972
8381,14-02-2026,C870,Bookshelf,Furniture,Hyderabad,5,31140,4155
8382,9/5/2026,C347,Vacuum Cleaner,Home,Lucknow,7,144641,12825
8383,6/3/2026,C100,Vacuum Cleaner,Home,Jaipur,1,16245,2650
8384,15-05-2026,C478,Air Purifier,Home,Ahmedabad,6,159720,31559
8385,25-05-2026,C768,Monitor,Electronics,Pune,3,67254,12219
8386,16-03-2026,C868,Air Purifier,Home,Hyderabad,5,65565,9139
8387,10/8/2026,C700,Camera,Electronics,Jaipur,3,219009,46210
8388,20-04-2026,C133,Air Purifier,Home,Ahmedabad,5,138900,21402
8389,7/3/2026,C135,Backpack,Apparel,Jaipur,7,22638,3843
8390,12/8/2026,C565,Phone,Electronics,Hyderabad,6,379200,60419
8391,1/4/2026,C785,Camera,Electronics,Jaipur,1,84096,17824
8392,31-03-2026,C652,Makeup Kit,Beauty,Ahmedabad,5,12205,2197
8393,28-02-2026,C263,Headphones,Electronics,Hyderabad,5,29315,2608
8394,27-03-2026,C880,Laptop,Electronics,Hyderabad,7,341348,50962
8395,1/5/2026,C429,Laptop,Electronics,,2,92320,15316
8396,14-06-2026,C083,Sofa,Furniture,Ahmedabad,4,98392,12400
8397,20-02-2026,C491,Vacuum Cleaner,Home,Jaipur,2,10136,2116
8398,17-07-2026,C548,Monitor,Electronics,Kolkata,4,"141,664 INR",26068
8399,1/1/2026,C279,Sofa,Furniture,Lucknow,4,319912,52065
8400,7/8/2026,C046,Tablet,Electronics,Bangalore,6,283572,54877
8401,25-07-2026,C464,Smartwatch,Electronics,Ahmedabad,1,18937,2139
8402,19-08-2026,C692,Sofa,Furniture,Lucknow,5,277535,37546
8403,15-04-2026,C450,Headphones,Electronics,Pune,3,30423,4615
8404,3/7/2026,C698,Tablet,Electronics,Ahmedabad,5,193030,31970
8405,10/2/2026,C424,Vacuum Cleaner,Home,Pune,4,73024,12568
8406,10/6/2026,C407,Phone,Electronics,Jaipur,4,172240,26123
8407,8/3/2026,C802,Bookshelf,Furniture,Lucknow,6,49950,4275
8408,28-01-2026,C176,Monitor,Electronics,Kolkata,1,39062,3870
8409,7/7/2026,C193,Mouse,Electronics,Lucknow,2,3908,525
8410,11/4/2026,C562,Headphones,Electronics,Lucknow,4,14228,2109
8411,8/7/2026,C829,Air Purifier,Home,hyderabad,4,71052,6829
8412,27-03-2026,C201,Vacuum Cleaner,Home,Jaipur,2,10106,826
8413,28-02-2026,C588,Desk,Furniture,Pune,3,63342,11791
8414,6/1/2026,C887,Laptop,Electronics,Delhi,2,162120,15639
8415,9/1/2026,C159,Desk,Furniture,Lucknow,2,15384,1505
8416,18-02-2026,C111,Backpack,Apparel,Chennai,7,30933,4217
8417,1/1/2026,C010,Air Purifier,Home,Jaipur,2,44750,8828
8418,23-01-2026,C178,Smartwatch,Electronics,Ahmedabad,4,52496,4406
8419,27-07-2026,C378,Backpack,Apparel,Hyderabad,3,7245,678
8420,23-05-2026,C265,Air Purifier,Home,Chennai,1,7287,1422
8421,1/8/2026,C654,Tablet,Electronics,Mumbai,1,42117,9310
8422,21-06-2026,C869,Monitor,Electronics,Ahmedabad,1,39599,3783
8423,1/1/2026,C597,Monitor,Electronics,Delhi,6,71874,8749
8424,14-01-2026,C364,Shoes,Apparel,Kolkata,5,10135,2188
8425,17-01-2026,C700,Bookshelf,Furniture,Jaipur,5,46800,9335
8426,14-06-2026,C037,Keyboard,Electronics,Chennai,1,1964,306
8427,11/8/2026,C392,Smartwatch,Electronics,Delhi,3,59136,8061
8428,31-01-2026,C559,Mouse,Electronics,Chennai,2,6284,564
8429,30-03-2026,C127,Tablet,Electronics,Kolkata,2,90610,11615
8430,13-06-2026,C511,Makeup Kit,Beauty,Kolkata,4,18064,2870
8431,14-07-2026,C417,Desk,Furniture,Delhi,7,66857,11179
8432,9/6/2026,C696,Backpack,Apparel,Mumbai,4,14176,1261
8433,21-03-2026,C615,Backpack,Apparel,Hyderabad,4,18924,1824
8434,8/7/2026,C073,Monitor,Electronics,Lucknow,2,42636,4828
8435,6/2/2026,C260,Backpack,Apparel,Kolkata,6,16824,1566
8436,8/6/2026,C887,Mouse,Electronics,Ahmedabad,5,7125,1001
8437,8/4/2026,C591,Chair,Furniture,Pune,5,66750,14523
8438,18-03-2026,C853,Printer,Electronics,Kolkata,6,167028,33607
8439,10/3/2026,C487,Vacuum Cleaner,Home,Ahmedabad,7,100366,21642
8440,19-06-2026,C442,Smartwatch,Electronics,Delhi,7,84798,16140
8441,22-02-2026,C779,Makeup Kit,Beauty,Bangalore,1,6272,989
8442,8/1/2026,C531,Shoes,Apparel,Mumbai,4,37832,3839
8443,9/4/2026,C116,Backpack,Apparel,Pune,5,29700,6201
8444,29-07-2026,C808,Printer,Electronics,Ahmedabad,4,109128,21895
8445,11/1/2026,C330,Backpack,Apparel,Mumbai,2,5414,548
8446,28-03-2026,C064,Bookshelf,Furniture,Hyderabad,3,21354,5063
8447,11/1/2026,C322,Chair,Furniture,Mumbai,4,37220,8456
8448,21-05-2026,C646,Vacuum Cleaner,Home,Bangalore,7,73045,13549
8449,19-08-2026,C025,Smartwatch,Electronics,Delhi,1,"18,063 INR",3199
8450,6/6/2026,C637,Headphones,Electronics,Hyderabad,3,34422,4798
8451,1/8/2026,C584,Backpack,Apparel,Mumbai,3,4677,504
8452,10/4/2026,C253,Keyboard,Electronics,Bangalore,5,12760,1266
8453,15-06-2026,C092,Mouse,Electronics,Hyderabad,3,2457,313
8454,7/1/2026,C167,Printer,Electronics,Hyderabad,1,26130,3624
8455,22-08-2026,C445,Laptop,Electronics,Chennai,7,381850,79760
8456,11/2/2026,C843,Printer,Electronics,Delhi,5,94210,15405
8457,30-06-2026,C496,Jeans,Apparel,Pune,6,29820,2565
8458,17-06-2026,C264,Printer,Electronics,Mumbai,3,82779,16816
8459,12/2/2026,C512,Keyboard,Electronics,Hyderabad,3,10947,2508
8460,19-01-2026,C491,Air Purifier,Home,Pune,6,57276,8779
8461,1/4/2026,C639,Sofa,Furniture,Mumbai,7,273028,35764
8462,15-01-2026,C818,Bookshelf,Furniture,Hyderabad,1,15666,3079
8463,26-01-2026,C248,Monitor,Electronics,Delhi,7,296324,24089
8464,14-06-2026,C709,Backpack,Apparel,Hyderabad,6,19146,1739
8465,17-08-2026,C552,Keyboard,Electronics,Jaipur,5,32925,3363
8466,14-05-2026,C800,Laptop,Electronics,Jaipur,5,234065,41083
8467,18-04-2026,C312,Bookshelf,Furniture,Pune,7,89285,15542
8468,24-02-2026,C744,Desk,Furniture,Chennai,6,105954,15127
8469,20-03-2026,C082,Backpack,Apparel,Chennai,7,7854,1738
8470,19-08-2026,C073,Makeup Kit,Beauty,Kolkata,7,23975,4160
8471,17-02-2026,C069,Laptop,Electronics,Jaipur,3,210099,31718
8472,26-05-2026,C657,Printer,Electronics,Chennai,6,148302,33757
8473,25-08-2026,C775,Sofa,Furniture,Ahmedabad,1,,3070
8474,23-03-2026,C035,Camera,Electronics,Bangalore,6,514278,81649
8475,1/2/2026,C087,Headphones,Electronics,Ahmedabad,2,17688,2847
8476,10/6/2026,C010,Vacuum Cleaner,Home,Mumbai,1,10173,1558
8477,10/2/2026,C593,Phone,Electronics,Hyderabad,3,88074,19489
8478,19-02-2026,C341,Air Purifier,Home,Kolkata,3,43083,3597
8479,19-07-2026,C126,Chair,Furniture,Kolkata,2,25036,5579
8480,12/1/2026,C508,Shoes,Apparel,Hyderabad,2,10962,1767
8481,11/7/2026,C778,Shoes,Apparel,Lucknow,5,11335,2020
8482,3/3/2026,C207,Jeans,Apparel,Pune,6,13884,2808
8483,30-04-2026,C762,Smartwatch,Electronics,Chennai,3,32859,3331
8484,27-03-2026,C631,Printer,Electronics,Chennai,5,132085,18687
8485,3/2/2026,C262,Smartwatch,Electronics,Ahmedabad,7,170037,25945
8486,19-08-2026,C522,Bookshelf,Furniture,Chennai,3,23151,2756
8487,25-05-2026,C537,Smartwatch,Electronics,Jaipur,1,29842,4674
8488,24-02-2026,C154,Headphones,Electronics,Lucknow,4,41004,5106
8489,27-04-2026,C468,Smartwatch,Electronics,Delhi,5,12055,1927
8490,23-03-2026,C358,Desk,Furniture,Chennai,7,137214,15495
8491,17-01-2026,C264,Tablet,Electronics,Mumbai,5,196085,36762
8492,1/4/2026,C422,Headphones,Electronics,Lucknow,5,32115,3632
8493,10/7/2026,C209,Printer,Electronics,Kolkata,6,136302,22128
8494,22-05-2026,C467,Backpack,Apparel,Mumbai,4,7736,1108
8495,21-02-2026,C576,Jeans,Apparel,Pune,4,17012,2090
8496,11/3/2026,C883,Chair,Furniture,Lucknow,2,26348,2442
8497,29-03-2026,C546,Smartwatch,Electronics,Pune,3,71991,17182
8498,11/1/2026,C379,Printer,Electronics,Ahmedabad,7,147224,12400
8499,3/1/2026,C220,Makeup Kit,Beauty,Chennai,1,2744,347
8500,5/6/2026,C640,Camera,Electronics,Kolkata,5,409235,46101
8501,13-01-2026,C800,Air Purifier,Home,Bangalore,2,20998,3643
8502,15-08-2026,C812,Phone,Electronics,Pune,5,295325,39254
8503,8/3/2026,C343,Makeup Kit,Beauty,Kolkata,3,15690,3250
8504,18-04-2026,C085,Camera,Electronics,Ahmedabad,4,131308,22525
8505,13-03-2026,C651,Headphones,Electronics,Pune,6,22812,5405
8506,18-01-2026,C076,Air Purifier,Home,Chennai,3,35913,2950
8507,18-06-2026,C417,Camera,ELECTRONICS,Pune,3,289734,56833
8508,15-06-2026,C003,Bookshelf,Furniture,Delhi,7,112973,12062
8509,17-07-2026,C883,Laptop,Electronics,Mumbai,7,325850,59354
8510,15-07-2026,C154,Laptop,Electronics,Bangalore,3,235824,27269
8511,12/8/2026,C791,vacuum cleaner,Home,Kolkata,2,39170,4248
8512,26-05-2026,C468,Camera,Electronics,Kolkata,3,80160,8361
8513,18-03-2026,C422,Monitor,Electronics,Pune,3,34131,4499
8514,20-07-2026,C453,Phone,Electronics,Ahmedabad,7,136927,23863
8515,6/3/2026,C706,Mouse,Electronics,Lucknow,3,10251,1546
8516,22-05-2026,C742,Mouse,Electronics,Ahmedabad,1,2653,242
8517,1/7/2026,C408,Monitor,Electronics,Hyderabad,2,48066,9120
8518,29-01-2026,C053,Keyboard,Electronics,Pune,2,11382,1107
8519,7/1/2026,C176,Bookshelf,Furniture,Jaipur,1,15668,1286
8520,18-08-2026,C359,Keyboard,Electronics,Chennai,7,16590,3074
8521,19-03-2026,C254,Shoes,Apparel,Pune,2,4898,748
8522,9/6/2026,C547,Printer,Electronics,Hyderabad,7,69230,8910
8523,28-06-2026,C411,Keyboard,Electronics,Jaipur,5,29110,6218
8524,5/8/2026,C092,Desk,Furniture,Delhi,2,26254,2103
8525,25-08-2026,C275,Chair,Furniture,Kolkata,2,15354,2927
8526,23-04-2026,C512,Smartwatch,Electronics,Bangalore,3,13683,3119
8527,23-08-2026,C636,Monitor,Electronics,Ahmedabad,1,39418,7914
8528,19-03-2026,C451,Air Purifier,Home,Ahmedabad,4,83716,9047
8529,19-06-2026,C078,Backpack,Apparel,Bangalore,6,17664,1432
8530,26-01-2026,C479,Keyboard,Electronics,Lucknow,7,41027,4134
8531,28-03-2026,C821,Backpack,Apparel,Mumbai,7,"10,227 INR",1089
8532,5/3/2026,C184,Vacuum Cleaner,Home,Kolkata,7,52304,10276
8533,18-02-2026,C100,Makeup Kit,Beauty,Chennai,3,18102,3653
8534,17-04-2026,C774,Headphones,Electronics,Pune,5,49380,4869
8535,26-03-2026,C741,Desk,Furniture,Jaipur,2,26146,2522
8536,29-06-2026,C598,Air Purifier,Home,Chennai,3,40860,7019
8537,5/3/2026,C025,Shoes,Apparel,Bangalore,4,9600,2014
8538,17-02-2026,C029,Sofa,Furniture,Ahmedabad,5,368320,81826
8539,5/8/2026,C793,headphones,Electronics,Jaipur,2,10578,1003
8540,7/6/2026,C258,Jeans,Apparel,Pune,2,3234,621
8541,21-01-2026,C685,Jeans,Apparel,Jaipur,7,22295,3017
8542,21-05-2026,C803,Printer,Electronics,JAIPUR,4,59116,11023
8543,21-05-2026,C083,Smartwatch,Electronics,Lucknow,6,50892,7233
8544,26-03-2026,C709,Bookshelf,Furniture,Jaipur,7,42182,5731
8545,24-03-2026,C417,Chair,Furniture,Delhi,4,49656,6374
8546,16-08-2026,C667,Sofa,Furniture,Chennai,4,255336,42676
8547,18-08-2026,C758,Tablet,Electronics,Lucknow,5,85240,
8548,19-06-2026,C502,Mouse,Electronics,Pune,6,3780,451
8549,26-03-2026,C634,Jeans,Apparel,Hyderabad,7,12271,2509
8550,24-06-2026,C530,Vacuum Cleaner,Home,Bangalore,5,31690,2882
8551,14-04-2026,C197,Vacuum Cleaner,Home,Bangalore,3,42861,8756
8552,16-07-2026,C840,Mouse,Electronics,Chennai,4,15612,1467
8553,27-06-2026,C809,Backpack,Apparel,Lucknow,2,8768,1324
8554,9/7/2026,C364,Jeans,Apparel,Hyderabad,-2,5076,996
8555,28-01-2026,C403,Tablet,Electronics,Delhi,2,36550,5577
8556,14-07-2026,C226,Phone,Electronics,Lucknow,4,278696,61629
8557,6/2/2026,C016,Air Purifier,Home,Chennai,2,15772,1292
8558,24-04-2026,C018,Mouse,Electronics,Ahmedabad,3,9003,934
8559,22-05-2026,C162,Air Purifier,Home,Pune,4,42876,7018
8560,7/6/2026,C701,Chair,Furniture,Hyderabad,7,59857,14191
8561,31-07-2026,C332,Backpack,Apparel,Kolkata,5,17885,3569
8562,6/1/2026,C396,Camera,Electronics,Mumbai,7,625037,70692
8563,18-02-2026,C154,Sofa,Furniture,mumbai,1,63411,8696
8564,7/6/2026,C605,Jeans,Apparel,Hyderabad,4,8212,955
8565,29-07-2026,C254,Phone,Electronics,Ahmedabad,2,84318,13505
8566,10/4/2026,C073,Desk,Furniture,Ahmedabad,6,135996,15720
8567,21-02-2026,C238,Jeans,Apparel,Delhi,2,3958,738
8568,4/7/2026,C670,Vacuum Cleaner,Home,Pune,4,52832,5330
8569,2/6/2026,C831,Backpack,Apparel,Pune,6,32850,2708
8570,15-06-2026,C229,Backpack,Apparel,Lucknow,5,17035,2779
8571,17-02-2026,C310,Keyboard,Electronics,Mumbai,5,4705,750
8572,11/2/2026,C267,Shoes,Apparel,Lucknow,4,29024,6042
8573,15-04-2026,C203,Headphones,Electronics,Chennai,2,8974,1328
8574,4/4/2026,C570,Makeup Kit,Beauty,Jaipur,7,25221,4690
8575,12/8/2026,C128,Headphones,Electronics,Hyderabad,2,20616,2430
8576,23-02-2026,C428,Jeans,Apparel,Pune,5,27430,2423
8577,28-03-2026,C468,Tablet,Electronics,Lucknow,7,301210,48378
8578,31-07-2026,C883,Tablet,Electronics,Hyderabad,6,121416,26858
8579,5/6/2026,C432,Headphones,Electronics,Ahmedabad,2,14718,2295
8580,13-01-2026,C571,Bookshelf,Furniture,Lucknow,1,13250,3153
8581,30-05-2026,C106,Keyboard,Electronics,Lucknow,1,5761,1215
8582,3/1/2026,C484,Jeans,Apparel,Ahmedabad,1,3433,471
8583,8/1/2026,C103,Bookshelf,Furniture,Hyderabad,1,12753,2255
8584,30-07-2026,C747,Shoes,Apparel,Hyderabad,7,16814,2835
8585,18-04-2026,C878,Jeans,Apparel,ahmedabad,3,17556,2087
8586,19-01-2026,C119,Mouse,Electronics,Lucknow,1,712,71
8587,11/4/2026,C015,Sofa,furniture,Ahmedabad,3,112842,14279
8588,6/3/2026,C814,Smartwatch,Electronics,Bangalore,2,59826,5483
8589,8/6/2026,C130,Air Purifier,Home,Pune,7,107100,16049
8590,28-02-2026,C177,Tablet,Electronics,Bangalore,6,152442,34914
8591,17-08-2026,C095,Backpack,Apparel,Chennai,5,22860,5275
8592,24-06-2026,C255,Monitor,Electronics,Ahmedabad,6,183624,27517
8593,22-01-2026,C773,Vacuum Cleaner,Home,Lucknow,1,6269,546
8594,5/7/2026,C113,Chair,Furniture,Jaipur,1,11829,2485
8595,29-07-2026,C153,Keyboard,Electronics,Hyderabad,1,3263,548
8596,19-06-2026,C483,Desk,Furniture,Hyderabad,7,107016,18141
8597,15-07-2026,C304,Makeup Kit,Beauty,Jaipur,6,40650,4249
8598,14-03-2026,C360,Sofa,Furniture,Mumbai,3,91269,9160
8599,10/2/2026,C587,Headphones,Electronics,Kolkata,1,10782,1222
8600,30-05-2026,C305,Vacuum Cleaner,Home,Pune,3,24039,5677
8601,20-06-2026,C053,Backpack,Apparel,Bangalore,1,5835,495
8602,25-04-2026,C065,Laptop,Electronics,Jaipur,6,404700,87963
8603,24-06-2026,C550,Desk,Furniture,Bangalore,5,49415,5961
8604,22-05-2026,C595,Sofa,Furniture,Chennai,1,77014,12964
8605,19-08-2026,C818,Printer,Electronics,Lucknow,3,73767,9376
8606,1/1/2026,C347,Printer,Electronics,Lucknow,5,132750,14454
8607,14-01-2026,C120,Jeans,Apparel,Hyderabad,2,10720,2328
8608,27-02-2026,C851,Phone,Electronics,Hyderabad,2,71302,6726
8609,29-03-2026,C899,Camera,Electronics,Mumbai,5,135005,18999
8610,28-03-2026,C516,Keyboard,Electronics,Mumbai,2,5894,863
8611,17-03-2026,C618,Headphones,Electronics,Bangalore,5,45790,4580
8612,14-07-2026,C463,Tablet,Electronics,Bangalore,1,34976,6760
8613,22-06-2026,C158,Chair,Furniture,Chennai,2,9252,2149
8614,9/2/2026,C117,Tablet,Electronics,Chennai,7,179263,27809
8615,29-07-2026,C244,Monitor,Electronics,Chennai,4,54872,11916
8616,10/2/2026,C257,Phone,Electronics,Lucknow,4,283836,63911
8617,7/2/2026,C353,Phone,Electronics,Lucknow,5,145860,21259
8618,7/3/2026,C712,Mouse,Electronics,Bangalore,7,17780,2555
8619,11/8/2026,C150,Printer,Electronics,Delhi,7,99281,16172
8620,8/4/2026,C581,Bookshelf,Furniture,Ahmedabad,4,34464,4481
8621,21-06-2026,C529,Keyboard,Electronics,Mumbai,5,18760,1657
8622,2/2/2026,C288,Tablet,Electronics,Bangalore,2,105002,21363
8623,19-01-2026,,Printer,Electronics,Mumbai,5,124960,11461
8624,9/5/2026,C717,Keyboard,Electronics,Hyderabad,6,31518,2927
8625,28-06-2026,C104,Camera,ELECTRONICS,Hyderabad,5,248940,50296
8626,21-02-2026,C110,Sofa,Furniture,Delhi,7,226905,40109
8627,18-04-2026,C725,Camera,Electronics,Chennai,1,54477,7996
8628,28-04-2026,C783,Backpack,Apparel,Lucknow,6,5736,1191
8629,2/8/2026,C016,Vacuum Cleaner,Home,Kolkata,2,26600,3747
8630,7/2/2026,C898,Camera,Electronics,Hyderabad,5,506325,87685
8631,12/3/2026,C248,Phone,Electronics,Kolkata,2,131060,19843
8632,16-02-2026,C364,Desk,Furniture,Bangalore,4,72880,10146
8633,18-07-2026,C565,Mouse,Electronics,Bangalore,5,22115,3999
8634,4/5/2026,C383,Mouse,Electronics,Bangalore,4,2804,566
8635,3/6/2026,C490,Jeans,Apparel,Hyderabad,7,35210,4571
8636,23-07-2026,C673,Laptop,Electronics,Chennai,1,54763,12544
8637,6/4/2026,C620,Backpack,Apparel,Chennai,1,5713,1078
8638,4/2/2026,C295,Tablet,Electronics,Bangalore,2,72494,5851
8639,15-04-2026,C110,Tablet,Electronics,Chennai,1,22514,2090
8640,21-07-2026,C125,Jeans,Apparel,Jaipur,,32697,7369
8641,16-01-2026,C046,Desk,Furniture,Bangalore,7,127764,12560
8642,9/5/2026,C207,Bookshelf,Furniture,Lucknow,5,80430,17092
8643,14-03-2026,C324,Phone,Electronics,Bangalore,2,56156,13034
8644,5/7/2026,C761,Jeans,Apparel,Hyderabad,4,10376,1468
8645,4/5/2026,C741,Shoes,Apparel,Delhi,3,21255,2275
8646,8/7/2026,C325,Headphones,Electronics,Lucknow,1,9978,1470
8647,19-03-2026,C353,Air Purifier,Home,HYDERABAD,5,127025,26544
8648,28-03-2026,C348,Shoes,Apparel,Ahmedabad,4,47548,10294
8649,26-06-2026,C776,Backpack,Apparel,Bangalore,3,16368,2565
8650,9/3/2026,C022,Keyboard,Electronics,Mumbai,2,13238,
8651,19-03-2026,C272,Backpack,Apparel,Bangalore,5,25070,5280
8652,17-03-2026,C620,Desk,Furniture,Bangalore,3,61038,5996
8653,2/3/2026,C801,Shoes,Apparel,Mumbai,5,40850,8107
8654,4/1/2026,C106,Monitor,Electronics,Chennai,4,148636,30156
8655,22-03-2026,C443,Desk,Furniture,Jaipur,7,114884,9336
8656,17-04-2026,C365,Chair,Furniture,pune,4,14816,1421
8657,31-03-2026,C437,Chair,Furniture,Lucknow,1,3448,405
8658,4/2/2026,C773,Vacuum Cleaner,Home,Ahmedabad,4,71180,9120
8659,17-03-2026,C460,Laptop,Electronics,Jaipur,2,155920,14213
8660,30-06-2026,C747,Printer,Electronics,Pune,2,57068,11059
8661,16-06-2026,C824,Phone,Electronics,Hyderabad,7,330106,55721
8662,25-03-2026,C370,Desk,Furniture,Bangalore,5,101585,15638
8663,21-07-2026,C022,Bookshelf,Furniture,Lucknow,2,22062,3914
8664,15-06-2026,C771,Mouse,Electronics,Chennai,,16900,2058
8665,31-01-2026,C618,Vacuum Cleaner,Home,Jaipur,3,59634,13179
