Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Revenue,Profit,Year,Month,Month_Name,Quarter,Day,Day_Name
8293,3/2/2026,C402,Camera,Electronics,Jaipur,3,114450,18635,2026,3,March,1,2,Monday
8294,2/21/2026,C852,Headphones,Electronics,Chennai,6,34776,3762,2026,2,February,1,21,Saturday
8295,3/29/2026,C481,Shoes,Apparel,Hyderabad,6,17790,3925,2026,3,March,1,29,Sunday
8296,7/2/2026,C017,Camera,Electronics,Ahmedabad,4,106932,24968,2026,7,July,3,2,Thursday
8297,5/19/2026,C408,Smartwatch,Electronics,Hyderabad,7,123326,28961,2026,5,May,2,19,Tuesday
8298,1/14/2026,C057,Printer,Electronics,Kolkata,5,72990,14843,2026,1,January,1,14,Wednesday
8299,4/12/2026,C375,Sofa,Furniture,Pune,2,106366,10029,2026,4,April,2,12,Sunday
8300,1/1/2026,C723,Headphones,Electronics,Mumbai,5,12255,1010,2026,1,January,1,1,Thursday
8301,3/26/2026,C111,Backpack,Apparel,Jaipur,3,5478,1156,2026,3,March,1,26,Thursday
8302,5/18/2026,C508,Bookshelf,Furniture,Pune,7,113099,13301,2026,5,May,2,18,Monday
8303,2/14/2026,C272,MAKEUP KIT,Beauty,Hyderabad,5,25025,2914,2026,2,February,1,14,Saturday
8304,8/10/2026,C577,Air Purifier,Home,Bangalore,4,128676,22333,2026,8,August,3,10,Monday
8305,1/19/2026,C279,Tablet,Electronics,Ahmedabad,6,239712,20111,2026,1,January,1,19,Monday
8306,4/8/2026,C131,vacuum cleaner,Home,Mumbai,6,125946,22620,2026,4,April,2,8,Wednesday
8307,7/30/2026,C700,Headphones,Electronics,Chennai,2,22932,4891,2026,7,July,3,30,Thursday
8308,4/5/2026,C878,Jeans,Apparel,Mumbai,2,4178,964,2026,4,April,2,5,Sunday
8309,4/23/2026,C811,Chair,Furniture,Hyderabad,1,13684,2967,2026,4,April,2,23,Thursday
8310,3/31/2026,C022,Vacuum Cleaner,Home,Pune,6,110826,25212,2026,3,March,1,31,Tuesday
8311,8/3/2026,C881,Laptop,Electronics,Ahmedabad,5,440925,40797,2026,8,August,3,3,Monday
8312,1/26/2026,C181,Backpack,Apparel,Hyderabad,6,21156,3005,2026,1,January,1,26,Monday
8313,5/4/2026,C737,Tablet,Electronics,Hyderabad,6,85512,15152,2026,5,May,2,4,Monday
8314,2/27/2026,C336,Monitor,Electronics,Kolkata,5,218530,24246,2026,2,February,1,27,Friday
8315,4/27/2026,C230,Makeup Kit,Beauty,Lucknow,4,20456,3743,2026,4,April,2,27,Monday
8316,6/25/2026,C754,Phone,Electronics,Lucknow,5,319200,32748,2026,6,June,2,25,Thursday
8317,3/7/2026,C301,Vacuum Cleaner,Home,Chennai,4,23780,5540,2026,3,March,1,7,Saturday
8318,1/30/2026,C375,Monitor,Electronics,Lucknow,1,33134,6639,2026,1,January,1,30,Friday
8319,7/20/2026,C590,Smartwatch,Electronics,Chennai,3,56391,8006,2026,7,July,3,20,Monday
8320,7/16/2026,C508,Smartwatch,Electronics,Chennai,5,57755,6201,2026,7,July,3,16,Thursday
8321,6/29/2026,C688,Headphones,Electronics,Kolkata,3,12501,1798,2026,6,June,2,29,Monday
8322,3/2/2026,C218,Chair,Furniture,Delhi,1,6094,615,2026,3,March,1,2,Monday
8323,7/24/2026,C846,Jeans,Apparel,Mumbai,5,8630,1581,2026,7,July,3,24,Friday
8324,3/16/2026,C342,Keyboard,Electronics,Bangalore,5,17090,2165,2026,3,March,1,16,Monday
8325,4/4/2026,C747,Headphones,Electronics,Pune,7,36820,8381,2026,4,April,2,4,Saturday
8326,1/18/2026,C043,Smartwatch,Electronics,Delhi,3,16671,3039,2026,1,January,1,18,Sunday
8327,6/29/2026,C287,Mouse,Electronics,Bangalore,7,22449,4218,2026,6,June,2,29,Monday
8328,2/4/2026,C253,Shoes,Apparel,Pune,1,3261,543,2026,2,February,1,4,Wednesday
8329,1/2/2026,C527,Makeup Kit,Beauty,Hyderabad,1,3048,381,2026,1,January,1,2,Friday
8330,5/7/2026,C279,Jeans,Apparel,Mumbai,3,16212,1330,2026,5,May,2,7,Thursday
8331,7/3/2026,C598,Smartwatch,Electronics,Unknown,3,37896,3338,2026,7,July,3,3,Friday
8332,1/10/2026,C137,Shoes,Apparel,Delhi,5,20665,4412,2026,1,January,1,10,Saturday
8333,2/23/2026,C088,Printer,Electronics,Kolkata,6,51090,9293,2026,2,February,1,23,Monday
8334,1/25/2026,C184,Sofa,Furniture,Mumbai,7,406581,43314,2026,1,January,1,25,Sunday
8335,5/23/2026,C351,Phone,Electronics,Jaipur,1,43075,7980,2026,5,May,2,23,Saturday
8336,5/28/2026,C257,Phone,Electronics,Lucknow,6,367758,86876,2026,5,May,2,28,Thursday
8337,5/18/2026,C166,Camera,Electronics,Hyderabad,2,55036,6401,2026,5,May,2,18,Monday
8338,8/4/2026,C172,Sofa,Furniture,Delhi,7,533442,62957,2026,8,August,3,4,Tuesday
8339,7/30/2026,C058,Desk,Furniture,Mumbai,1,15216,2867,2026,7,July,3,30,Thursday
8340,1/1/2026,C569,Headphones,Electronics,Chennai,5,23855,4826,2026,1,January,1,1,Thursday
8341,2/4/2026,C845,Keyboard,Electronics,Bangalore,3,13746,1766,2026,2,February,1,4,Wednesday
8342,7/30/2026,C888,Smartwatch,Electronics,Ahmedabad,7,208460,43764,2026,7,July,3,30,Thursday
8343,6/16/2026,C133,Laptop,Electronics,Delhi,5,346305,61323,2026,6,June,2,16,Tuesday
8344,3/7/2026,C192,Headphones,Electronics,Pune,2,3164,291,2026,3,March,1,7,Saturday
8345,4/10/2026,C262,Backpack,Apparel,Ahmedabad,7,30800,1742,2026,4,April,2,10,Friday
8346,8/15/2026,C479,Makeup Kit,Beauty,Ahmedabad,1,6663,1093,2026,8,August,3,15,Saturday
8347,2/5/2026,C849,Camera,Electronics,Hyderabad,6,191988,44381,2026,2,February,1,5,Thursday
8348,6/7/2026,C160,Laptop,Electronics,Pune,2,156986,15725,2026,6,June,2,7,Sunday
8349,1/30/2026,C730,Shoes,Apparel,Jaipur,6,21078,1926,2026,1,January,1,30,Friday
8350,8/16/2026,C754,Camera,Electronics,Bangalore,6,407232,53179,2026,8,August,3,16,Sunday
8351,5/28/2026,C799,Tablet,Electronics,Kolkata,6,161574,34913,2026,5,May,2,28,Thursday
8352,4/16/2026,C624,Chair,Furniture,Chennai,1,6921,772,2026,4,April,2,16,Thursday
8353,7/9/2026,C119,Monitor,Electronics,Ahmedabad,5,194260,21536,2026,7,July,3,9,Thursday
8354,8/3/2026,C794,Printer,Electronics,Ahmedabad,2,17092,2572,2026,8,August,3,3,Monday
8355,7/6/2026,C723,Desk,Furniture,Chennai,5,44685,10670,2026,7,July,3,6,Monday
8356,7/5/2026,C180,Air Purifier,Home,Mumbai,5,139025,19771,2026,7,July,3,5,Sunday
8357,7/22/2026,C713,Headphones,Electronics,Delhi,5,33280,6315,2026,7,July,3,22,Wednesday
8358,2/4/2026,C320,Tablet,Electronics,Bangalore,7,80514,10395,2026,2,February,1,4,Wednesday
8359,1/7/2026,C696,Bookshelf,Furniture,Mumbai,6,44286,5030,2026,1,January,1,7,Wednesday
8360,3/25/2026,C175,Tablet,Electronics,Kolkata,2,109552,22998,2026,3,March,1,25,Wednesday
8361,7/30/2026,C392,Phone,Electronics,Hyderabad,1,67575,13861,2026,7,July,3,30,Thursday
8362,4/15/2026,C773,Keyboard,Electronics,Ahmedabad,5,10525,1147,2026,4,April,2,15,Wednesday
8363,6/1/2026,C051,Vacuum Cleaner,Home,Chennai,5,37255,4985,2026,6,June,2,1,Monday
8364,2/12/2026,C757,Makeup Kit,Beauty,Chennai,7,34314,3975,2026,2,February,1,12,Thursday
8365,8/3/2026,C363,Jeans,Apparel,Chennai,3,8799,1566,2026,8,August,3,3,Monday
8366,4/3/2026,C789,Vacuum Cleaner,Home,Delhi,6,50988,6761,2026,4,April,2,3,Friday
8367,4/28/2026,C791,Headphones,Electronics,Bangalore,6,55962,9795,2026,4,April,2,28,Tuesday
8368,2/18/2026,C064,Printer,Electronics,Chennai,4,143171,14967,2026,2,February,1,18,Wednesday
8369,3/30/2026,C568,Phone,Electronics,Delhi,3,60657,7258,2026,3,March,1,30,Monday
8370,6/6/2026,C851,Laptop,Electronics,Kolkata,7,432418,34738,2026,6,June,2,6,Saturday
8371,3/27/2026,C241,Bookshelf,Furniture,Lucknow,2,35166,6797,2026,3,March,1,27,Friday
8372,1/4/2026,C703,Keyboard,Electronics,Ahmedabad,6,23802,5667,2026,1,January,1,4,Sunday
8373,4/25/2026,C818,Vacuum Cleaner,Home,Delhi,6,71652,12995,2026,4,April,2,25,Saturday
8374,4/20/2026,C247,Sofa,Furniture,Pune,4,268084,36829,2026,4,April,2,20,Monday
8375,6/11/2026,C522,Jeans,Unknown,Mumbai,5,10240,2234,2026,6,June,2,11,Thursday
8376,1/2/2026,C247,Phone,Electronics,Lucknow,2,36948,3790,2026,1,January,1,2,Friday
8377,7/16/2026,C874,Desk,Furniture,Ahmedabad,1,15572,2902,2026,7,July,3,16,Thursday
8378,4/13/2026,C251,Makeup Kit,Beauty,Chennai,6,23574,1923,2026,4,April,2,13,Monday
8379,2/9/2026,C739,Headphones,Electronics,Bangalore,6,60996,10948,2026,2,February,1,9,Monday
8380,1/25/2026,C151,Phone,Electronics,Pune,2,113598,18972,2026,1,January,1,25,Sunday
8381,2/14/2026,C870,Bookshelf,Furniture,Hyderabad,5,31140,4155,2026,2,February,1,14,Saturday
8382,5/9/2026,C347,Vacuum Cleaner,Home,Lucknow,7,144641,12825,2026,5,May,2,9,Saturday
8383,3/6/2026,C100,Vacuum Cleaner,Home,Jaipur,1,16245,2650,2026,3,March,1,6,Friday
8384,5/15/2026,C478,Air Purifier,Home,Ahmedabad,6,159720,31559,2026,5,May,2,15,Friday
8385,5/25/2026,C768,Monitor,Electronics,Pune,3,67254,12219,2026,5,May,2,25,Monday
8386,3/16/2026,C868,Air Purifier,Home,Hyderabad,5,65565,9139,2026,3,March,1,16,Monday
8387,8/10/2026,C700,Camera,Electronics,Jaipur,3,219009,46210,2026,8,August,3,10,Monday
8388,4/20/2026,C133,Air Purifier,Home,Ahmedabad,5,138900,21402,2026,4,April,2,20,Monday
8389,3/7/2026,C135,Backpack,Apparel,Jaipur,7,22638,3843,2026,3,March,1,7,Saturday
8390,8/12/2026,C565,Phone,Electronics,Hyderabad,6,379200,60419,2026,8,August,3,12,Wednesday
8391,4/1/2026,C785,Camera,Electronics,Jaipur,1,84096,17824,2026,4,April,2,1,Wednesday
8392,3/31/2026,C652,Makeup Kit,Beauty,Ahmedabad,5,12205,2197,2026,3,March,1,31,Tuesday
8393,2/28/2026,C263,Headphones,Electronics,Hyderabad,5,29315,2608,2026,2,February,1,28,Saturday
8394,3/27/2026,C880,Laptop,Electronics,Hyderabad,7,341348,50962,2026,3,March,1,27,Friday
8395,5/1/2026,C429,Laptop,Electronics,Unknown,2,92320,15316,2026,5,May,2,1,Friday
8396,6/14/2026,C083,Sofa,Furniture,Ahmedabad,4,98392,12400,2026,6,June,2,14,Sunday
8397,2/20/2026,C491,Vacuum Cleaner,Home,Jaipur,2,10136,2116,2026,2,February,1,20,Friday
8398,7/17/2026,C548,Monitor,Electronics,Kolkata,4,141664,26068,2026,7,July,3,17,Friday
8399,1/1/2026,C279,Sofa,Furniture,Lucknow,4,319912,52065,2026,1,January,1,1,Thursday
8400,8/7/2026,C046,Tablet,Electronics,Bangalore,6,283572,54877,2026,8,August,3,7,Friday
8401,7/25/2026,C464,Smartwatch,Electronics,Ahmedabad,1,18937,2139,2026,7,July,3,25,Saturday
8402,8/19/2026,C692,Sofa,Furniture,Lucknow,5,277535,37546,2026,8,August,3,19,Wednesday
8403,4/15/2026,C450,Headphones,Electronics,Pune,3,30423,4615,2026,4,April,2,15,Wednesday
8404,7/3/2026,C698,Tablet,Electronics,Ahmedabad,5,193030,31970,2026,7,July,3,3,Friday
8405,2/10/2026,C424,Vacuum Cleaner,Home,Pune,4,73024,12568,2026,2,February,1,10,Tuesday
8406,6/10/2026,C407,Phone,Electronics,Jaipur,4,172240,26123,2026,6,June,2,10,Wednesday
8407,3/8/2026,C802,Bookshelf,Furniture,Lucknow,6,49950,4275,2026,3,March,1,8,Sunday
8408,1/28/2026,C176,Monitor,Electronics,Kolkata,1,39062,3870,2026,1,January,1,28,Wednesday
8409,7/7/2026,C193,Mouse,Electronics,Lucknow,2,3908,525,2026,7,July,3,7,Tuesday
8410,4/11/2026,C562,Headphones,Electronics,Lucknow,4,14228,2109,2026,4,April,2,11,Saturday
8411,7/8/2026,C829,Air Purifier,Home,Hyderabad,4,71052,6829,2026,7,July,3,8,Wednesday
8412,3/27/2026,C201,Vacuum Cleaner,Home,Jaipur,2,10106,826,2026,3,March,1,27,Friday
8413,2/28/2026,C588,Desk,Furniture,Pune,3,63342,11791,2026,2,February,1,28,Saturday
8414,1/6/2026,C887,Laptop,Electronics,Delhi,2,162120,15639,2026,1,January,1,6,Tuesday
8415,1/9/2026,C159,Desk,Furniture,Lucknow,2,15384,1505,2026,1,January,1,9,Friday
8416,2/18/2026,C111,Backpack,Apparel,Chennai,7,30933,4217,2026,2,February,1,18,Wednesday
8417,1/1/2026,C010,Air Purifier,Home,Jaipur,2,44750,8828,2026,1,January,1,1,Thursday
8418,1/23/2026,C178,Smartwatch,Electronics,Ahmedabad,4,52496,4406,2026,1,January,1,23,Friday
8419,7/27/2026,C378,Backpack,Apparel,Hyderabad,3,7245,678,2026,7,July,3,27,Monday
8420,5/23/2026,C265,Air Purifier,Home,Chennai,1,7287,1422,2026,5,May,2,23,Saturday
8421,8/1/2026,C654,Tablet,Electronics,Mumbai,1,42117,9310,2026,8,August,3,1,Saturday
8422,6/21/2026,C869,Monitor,Electronics,Ahmedabad,1,39599,3783,2026,6,June,2,21,Sunday
8423,1/1/2026,C597,Monitor,Electronics,Delhi,6,71874,8749,2026,1,January,1,1,Thursday
8424,1/14/2026,C364,Shoes,Apparel,Kolkata,5,10135,2188,2026,1,January,1,14,Wednesday
8425,1/17/2026,C700,Bookshelf,Furniture,Jaipur,5,46800,9335,2026,1,January,1,17,Saturday
8426,6/14/2026,C037,Keyboard,Electronics,Chennai,1,1964,306,2026,6,June,2,14,Sunday
8427,8/11/2026,C392,Smartwatch,Electronics,Delhi,3,59136,8061,2026,8,August,3,11,Tuesday
8428,1/31/2026,C559,Mouse,Electronics,Chennai,2,6284,564,2026,1,January,1,31,Saturday
8429,3/30/2026,C127,Tablet,Electronics,Kolkata,2,90610,11615,2026,3,March,1,30,Monday
8430,6/13/2026,C511,Makeup Kit,Beauty,Kolkata,4,18064,2870,2026,6,June,2,13,Saturday
8431,7/14/2026,C417,Desk,Furniture,Delhi,7,66857,11179,2026,7,July,3,14,Tuesday
8432,6/9/2026,C696,Backpack,Apparel,Mumbai,4,14176,1261,2026,6,June,2,9,Tuesday
8433,3/21/2026,C615,Backpack,Apparel,Hyderabad,4,18924,1824,2026,3,March,1,21,Saturday
8434,7/8/2026,C073,Monitor,Electronics,Lucknow,2,42636,4828,2026,7,July,3,8,Wednesday
8435,2/6/2026,C260,Backpack,Apparel,Kolkata,6,16824,1566,2026,2,February,1,6,Friday
8436,6/8/2026,C887,Mouse,Electronics,Ahmedabad,5,7125,1001,2026,6,June,2,8,Monday
8437,4/8/2026,C591,Chair,Furniture,Pune,5,66750,14523,2026,4,April,2,8,Wednesday
8438,3/18/2026,C853,Printer,Electronics,Kolkata,6,167028,33607,2026,3,March,1,18,Wednesday
8439,3/10/2026,C487,Vacuum Cleaner,Home,Ahmedabad,7,100366,21642,2026,3,March,1,10,Tuesday
8440,6/19/2026,C442,Smartwatch,Electronics,Delhi,7,84798,16140,2026,6,June,2,19,Friday
8441,2/22/2026,C779,Makeup Kit,Beauty,Bangalore,1,6272,989,2026,2,February,1,22,Sunday
8442,1/8/2026,C531,Shoes,Apparel,Mumbai,4,37832,3839,2026,1,January,1,8,Thursday
8443,4/9/2026,C116,Backpack,Apparel,Pune,5,29700,6201,2026,4,April,2,9,Thursday
8444,7/29/2026,C808,Printer,Electronics,Ahmedabad,4,109128,21895,2026,7,July,3,29,Wednesday
8445,1/11/2026,C330,Backpack,Apparel,Mumbai,2,5414,548,2026,1,January,1,11,Sunday
8446,3/28/2026,C064,Bookshelf,Furniture,Hyderabad,3,21354,5063,2026,3,March,1,28,Saturday
8447,1/11/2026,C322,Chair,Furniture,Mumbai,4,37220,8456,2026,1,January,1,11,Sunday
8448,5/21/2026,C646,Vacuum Cleaner,Home,Bangalore,7,73045,13549,2026,5,May,2,21,Thursday
8449,8/19/2026,C025,Smartwatch,Electronics,Delhi,1,18063,3199,2026,8,August,3,19,Wednesday
8450,6/6/2026,C637,Headphones,Electronics,Hyderabad,3,34422,4798,2026,6,June,2,6,Saturday
8451,8/1/2026,C584,Backpack,Apparel,Mumbai,3,4677,504,2026,8,August,3,1,Saturday
8452,4/10/2026,C253,Keyboard,Electronics,Bangalore,5,12760,1266,2026,4,April,2,10,Friday
8453,6/15/2026,C092,Mouse,Electronics,Hyderabad,3,2457,313,2026,6,June,2,15,Monday
8454,1/7/2026,C167,Printer,Electronics,Hyderabad,1,26130,3624,2026,1,January,1,7,Wednesday
8455,8/22/2026,C445,Laptop,Electronics,Chennai,7,381850,79760,2026,8,August,3,22,Saturday
8456,2/11/2026,C843,Printer,Electronics,Delhi,5,94210,15405,2026,2,February,1,11,Wednesday
8457,6/30/2026,C496,Jeans,Apparel,Pune,6,29820,2565,2026,6,June,2,30,Tuesday
8458,6/17/2026,C264,Printer,Electronics,Mumbai,3,82779,16816,2026,6,June,2,17,Wednesday
8459,2/12/2026,C512,Keyboard,Electronics,Hyderabad,3,10947,2508,2026,2,February,1,12,Thursday
8460,1/19/2026,C491,Air Purifier,Home,Pune,6,57276,8779,2026,1,January,1,19,Monday
8461,4/1/2026,C639,Sofa,Furniture,Mumbai,7,273028,35764,2026,4,April,2,1,Wednesday
8462,1/15/2026,C818,Bookshelf,Furniture,Hyderabad,1,15666,3079,2026,1,January,1,15,Thursday
8463,1/26/2026,C248,Monitor,Electronics,Delhi,7,296324,24089,2026,1,January,1,26,Monday
8464,6/14/2026,C709,Backpack,Apparel,Hyderabad,6,19146,1739,2026,6,June,2,14,Sunday
8465,8/17/2026,C552,Keyboard,Electronics,Jaipur,5,32925,3363,2026,8,August,3,17,Monday
8466,5/14/2026,C800,Laptop,Electronics,Jaipur,5,234065,41083,2026,5,May,2,14,Thursday
8467,4/18/2026,C312,Bookshelf,Furniture,Pune,7,89285,15542,2026,4,April,2,18,Saturday
8468,2/24/2026,C744,Desk,Furniture,Chennai,6,105954,15127,2026,2,February,1,24,Tuesday
8469,3/20/2026,C082,Backpack,Apparel,Chennai,7,7854,1738,2026,3,March,1,20,Friday
8470,8/19/2026,C073,Makeup Kit,Beauty,Kolkata,7,23975,4160,2026,8,August,3,19,Wednesday
8471,2/17/2026,C069,Laptop,Electronics,Jaipur,3,210099,31718,2026,2,February,1,17,Tuesday
8472,5/26/2026,C657,Printer,Electronics,Chennai,6,148302,33757,2026,5,May,2,26,Tuesday
8473,8/25/2026,C775,Sofa,Furniture,Ahmedabad,1,172553,3070,2026,8,August,3,25,Tuesday
8474,3/23/2026,C035,Camera,Electronics,Bangalore,6,514278,81649,2026,3,March,1,23,Monday
8475,2/1/2026,C087,Headphones,Electronics,Ahmedabad,2,17688,2847,2026,2,February,1,1,Sunday
8476,6/10/2026,C010,Vacuum Cleaner,Home,Mumbai,1,10173,1558,2026,6,June,2,10,Wednesday
8477,2/10/2026,C593,Phone,Electronics,Hyderabad,3,88074,19489,2026,2,February,1,10,Tuesday
8478,2/19/2026,C341,Air Purifier,Home,Kolkata,3,43083,3597,2026,2,February,1,19,Thursday
8479,7/19/2026,C126,Chair,Furniture,Kolkata,2,25036,5579,2026,7,July,3,19,Sunday
8480,1/12/2026,C508,Shoes,Apparel,Hyderabad,2,10962,1767,2026,1,January,1,12,Monday
8481,7/11/2026,C778,Shoes,Apparel,Lucknow,5,11335,2020,2026,7,July,3,11,Saturday
8482,3/3/2026,C207,Jeans,Apparel,Pune,6,13884,2808,2026,3,March,1,3,Tuesday
8483,4/30/2026,C762,Smartwatch,Electronics,Chennai,3,32859,3331,2026,4,April,2,30,Thursday
8484,3/27/2026,C631,Printer,Electronics,Chennai,5,132085,18687,2026,3,March,1,27,Friday
8485,2/3/2026,C262,Smartwatch,Electronics,Ahmedabad,7,170037,25945,2026,2,February,1,3,Tuesday
8486,8/19/2026,C522,Bookshelf,Furniture,Chennai,3,23151,2756,2026,8,August,3,19,Wednesday
8487,5/25/2026,C537,Smartwatch,Electronics,Jaipur,1,29842,4674,2026,5,May,2,25,Monday
8488,2/24/2026,C154,Headphones,Electronics,Lucknow,4,41004,5106,2026,2,February,1,24,Tuesday
8489,4/27/2026,C468,Smartwatch,Electronics,Delhi,5,12055,1927,2026,4,April,2,27,Monday
8490,3/23/2026,C358,Desk,Furniture,Chennai,7,137214,15495,2026,3,March,1,23,Monday
8491,1/17/2026,C264,Tablet,Electronics,Mumbai,5,196085,36762,2026,1,January,1,17,Saturday
8492,4/1/2026,C422,Headphones,Electronics,Lucknow,5,32115,3632,2026,4,April,2,1,Wednesday
8493,7/10/2026,C209,Printer,Electronics,Kolkata,6,136302,22128,2026,7,July,3,10,Friday
8494,5/22/2026,C467,Backpack,Apparel,Mumbai,4,7736,1108,2026,5,May,2,22,Friday
8495,2/21/2026,C576,Jeans,Apparel,Pune,4,17012,2090,2026,2,February,1,21,Saturday
8496,3/11/2026,C883,Chair,Furniture,Lucknow,2,26348,2442,2026,3,March,1,11,Wednesday
8497,3/29/2026,C546,Smartwatch,Electronics,Pune,3,71991,17182,2026,3,March,1,29,Sunday
8498,1/11/2026,C379,Printer,Electronics,Ahmedabad,7,147224,12400,2026,1,January,1,11,Sunday
8499,1/3/2026,C220,Makeup Kit,Beauty,Chennai,1,2744,347,2026,1,January,1,3,Saturday
8500,6/5/2026,C640,Camera,Electronics,Kolkata,5,409235,46101,2026,6,June,2,5,Friday
8501,1/13/2026,C800,Air Purifier,Home,Bangalore,2,20998,3643,2026,1,January,1,13,Tuesday
8502,8/15/2026,C812,Phone,Electronics,Pune,5,295325,39254,2026,8,August,3,15,Saturday
8503,3/8/2026,C343,Makeup Kit,Beauty,Kolkata,3,15690,3250,2026,3,March,1,8,Sunday
8504,4/18/2026,C085,Camera,Electronics,Ahmedabad,4,131308,22525,2026,4,April,2,18,Saturday
8505,3/13/2026,C651,Headphones,Electronics,Pune,6,22812,5405,2026,3,March,1,13,Friday
8506,1/18/2026,C076,Air Purifier,Home,Chennai,3,35913,2950,2026,1,January,1,18,Sunday
8507,6/18/2026,C417,Camera,Electronics,Pune,3,289734,56833,2026,6,June,2,18,Thursday
8508,6/15/2026,C003,Bookshelf,Furniture,Delhi,7,112973,12062,2026,6,June,2,15,Monday
8509,7/17/2026,C883,Laptop,Electronics,Mumbai,7,325850,59354,2026,7,July,3,17,Friday
8510,7/15/2026,C154,Laptop,Electronics,Bangalore,3,235824,27269,2026,7,July,3,15,Wednesday
8511,8/12/2026,C791,vacuum cleaner,Home,Kolkata,2,39170,4248,2026,8,August,3,12,Wednesday
8512,5/26/2026,C468,Camera,Electronics,Kolkata,3,80160,8361,2026,5,May,2,26,Tuesday
8513,3/18/2026,C422,Monitor,Electronics,Pune,3,34131,4499,2026,3,March,1,18,Wednesday
8514,7/20/2026,C453,Phone,Electronics,Ahmedabad,7,136927,23863,2026,7,July,3,20,Monday
8515,3/6/2026,C706,Mouse,Electronics,Lucknow,3,10251,1546,2026,3,March,1,6,Friday
8516,5/22/2026,C742,Mouse,Electronics,Ahmedabad,1,2653,242,2026,5,May,2,22,Friday
8517,7/1/2026,C408,Monitor,Electronics,Hyderabad,2,48066,9120,2026,7,July,3,1,Wednesday
8518,1/29/2026,C053,Keyboard,Electronics,Pune,2,11382,1107,2026,1,January,1,29,Thursday
8519,1/7/2026,C176,Bookshelf,Furniture,Jaipur,1,15668,1286,2026,1,January,1,7,Wednesday
8520,8/18/2026,C359,Keyboard,Electronics,Chennai,7,16590,3074,2026,8,August,3,18,Tuesday
8521,3/19/2026,C254,Shoes,Apparel,Pune,2,4898,748,2026,3,March,1,19,Thursday
8522,6/9/2026,C547,Printer,Electronics,Hyderabad,7,69230,8910,2026,6,June,2,9,Tuesday
8523,6/28/2026,C411,Keyboard,Electronics,Jaipur,5,29110,6218,2026,6,June,2,28,Sunday
8524,8/5/2026,C092,Desk,Furniture,Delhi,2,26254,2103,2026,8,August,3,5,Wednesday
8525,8/25/2026,C275,Chair,Furniture,Kolkata,2,15354,2927,2026,8,August,3,25,Tuesday
8526,4/23/2026,C512,Smartwatch,Electronics,Bangalore,3,13683,3119,2026,4,April,2,23,Thursday
8527,8/23/2026,C636,Monitor,Electronics,Ahmedabad,1,39418,7914,2026,8,August,3,23,Sunday
8528,3/19/2026,C451,Air Purifier,Home,Ahmedabad,4,83716,9047,2026,3,March,1,19,Thursday
8529,6/19/2026,C078,Backpack,Apparel,Bangalore,6,17664,1432,2026,6,June,2,19,Friday
8530,1/26/2026,C479,Keyboard,Electronics,Lucknow,7,41027,4134,2026,1,January,1,26,Monday
8531,3/28/2026,C821,Backpack,Apparel,Mumbai,7,10227,1089,2026,3,March,1,28,Saturday
8532,3/5/2026,C184,Vacuum Cleaner,Home,Kolkata,7,52304,10276,2026,3,March,1,5,Thursday
8533,2/18/2026,C100,Makeup Kit,Beauty,Chennai,3,18102,3653,2026,2,February,1,18,Wednesday
8534,4/17/2026,C774,Headphones,Electronics,Pune,5,49380,4869,2026,4,April,2,17,Friday
8535,3/26/2026,C741,Desk,Furniture,Jaipur,2,26146,2522,2026,3,March,1,26,Thursday
8536,6/29/2026,C598,Air Purifier,Home,Chennai,3,40860,7019,2026,6,June,2,29,Monday
8537,3/5/2026,C025,Shoes,Apparel,Bangalore,4,9600,2014,2026,3,March,1,5,Thursday
8538,2/17/2026,C029,Sofa,Furniture,Ahmedabad,5,368320,81826,2026,2,February,1,17,Tuesday
8539,8/5/2026,C793,headphones,Electronics,Jaipur,2,10578,1003,2026,8,August,3,5,Wednesday
8540,6/7/2026,C258,Jeans,Apparel,Pune,2,3234,621,2026,6,June,2,7,Sunday
8541,1/21/2026,C685,Jeans,Apparel,Jaipur,7,22295,3017,2026,1,January,1,21,Wednesday
8542,5/21/2026,C803,Printer,Electronics,Jaipur,4,59116,11023,2026,5,May,2,21,Thursday
8543,5/21/2026,C083,Smartwatch,Electronics,Lucknow,6,50892,7233,2026,5,May,2,21,Thursday
8544,3/26/2026,C709,Bookshelf,Furniture,Jaipur,7,42182,5731,2026,3,March,1,26,Thursday
8545,3/24/2026,C417,Chair,Furniture,Delhi,4,49656,6374,2026,3,March,1,24,Tuesday
8546,8/16/2026,C667,Sofa,Furniture,Chennai,4,255336,42676,2026,8,August,3,16,Sunday
8547,8/18/2026,C758,Tablet,Electronics,Lucknow,5,85240,16778,2026,8,August,3,18,Tuesday
8548,6/19/2026,C502,Mouse,Electronics,Pune,6,3780,451,2026,6,June,2,19,Friday
8549,3/26/2026,C634,Jeans,Apparel,Hyderabad,7,12271,2509,2026,3,March,1,26,Thursday
8550,6/24/2026,C530,Vacuum Cleaner,Home,Bangalore,5,31690,2882,2026,6,June,2,24,Wednesday
8551,4/14/2026,C197,Vacuum Cleaner,Home,Bangalore,3,42861,8756,2026,4,April,2,14,Tuesday
8552,7/16/2026,C840,Mouse,Electronics,Chennai,4,15612,1467,2026,7,July,3,16,Thursday
8553,6/27/2026,C809,Backpack,Apparel,Lucknow,2,8768,1324,2026,6,June,2,27,Saturday
